jobid,suffix,AE_mean_99,SE_mean_99,R2_mean_99,AE_mean_27,SE_mean_27,R2_mean_27,n_rows,n_rows_27,filename
250911050,valid,0.017363023181692357,0.001133508697013693,0.9605377335844034,0.02038662543271026,0.0009893110295303518,0.9702204942113324,99,27,recon_metrics_250911050_valid.csv
250911051,smooth,0.018057097660402317,0.0012077032625202818,0.9591093056104772,0.022576123730152803,0.0012278739311324222,0.9642498529059306,99,27,recon_metrics_250911051_smooth.csv
250911051,valid,0.017743565758582772,0.0012010184529651455,0.9611653519099782,0.02184365653556936,0.0012243861296338259,0.964247441921092,99,27,recon_metrics_250911051_valid.csv
250911052,smooth,0.017935582695212567,0.0011865119045151252,0.9594954509956791,0.02203571255533756,0.001137849390156563,0.966045981245915,99,27,recon_metrics_250911052_smooth.csv
250911052,valid,0.017495554795643666,0.0011529023757246848,0.9625675715865182,0.020970015177338295,0.001061303599859752,0.9682341034804993,99,27,recon_metrics_250911052_valid.csv
250915025,smooth,0.06869400973255065,0.015520177468873223,0.42293786495670055,0.1149486311017144,0.02738713815380313,0.32731645126335374,99,27,recon_metrics_250915025_smooth.csv
250915025,valid,0.04146755063984855,0.008344027235902659,0.7838126373059793,0.03803366349773007,0.005226932433510345,0.8564325467925876,99,27,recon_metrics_250915025_valid.csv
250915026,smooth,0.05397746477151838,0.009857837863377496,0.6705097918237755,0.08824366967015367,0.017532244941876454,0.5584504326966113,99,27,recon_metrics_250915026_smooth.csv
250915026,valid,0.055539823301605236,0.01594400629581472,0.7301730809248186,0.04245995666579659,0.005906235465838881,0.8408158510565528,99,27,recon_metrics_250915026_valid.csv
250915027,smooth,0.05299272322142874,0.009430379397673053,0.6876917636482993,0.08660408998973841,0.016870027767233647,0.5732875366577772,99,27,recon_metrics_250915027_smooth.csv
250915027,valid,0.01926060411891874,0.0013718561836651214,0.9541573054563274,0.022148595233910304,0.001187665090538137,0.9640377685285111,99,27,recon_metrics_250915027_valid.csv
250915028,smooth,0.053255389175519904,0.009326316825241104,0.693968944260652,0.08741144231333411,0.016696709980821425,0.5782489937581893,99,27,recon_metrics_250915028_smooth.csv
250915028,valid,0.01905826516792867,0.0013408386345270535,0.955204066053025,0.022513267065333166,0.0012638668248715148,0.9620278766185374,99,27,recon_metrics_250915028_valid.csv
250915029,smooth,0.050091809371853355,0.00882601114190793,0.7078230072305607,0.08145497795419139,0.015759912004654448,0.6023884281989147,99,27,recon_metrics_250915029_smooth.csv
250915029,valid,0.020782901596886023,0.001543658606381304,0.9469549811987524,0.02418140354605089,0.0015489193769939818,0.9546229423613604,99,27,recon_metrics_250915029_valid.csv
250915030,smooth,0.05101736712812078,0.008792002884108202,0.7120941209048335,0.08344691227648854,0.015708021822245666,0.6016372127524897,99,27,recon_metrics_250915030_smooth.csv
250915030,valid,0.019879491032150136,0.0014983826413155108,0.9469541938347119,0.022906298175298455,0.0014194971203272183,0.9578343643351848,99,27,recon_metrics_250915030_valid.csv
250915031,smooth,0.05158340783604377,0.009243513328198798,0.6916511764134624,0.08373568779083049,0.016305905445882434,0.5865499966376174,99,27,recon_metrics_250915031_smooth.csv
250915031,valid,0.022446781362250926,0.0018214128684998431,0.9386600108380354,0.02426197218363037,0.0016463156901822442,0.9526053717906884,99,27,recon_metrics_250915031_valid.csv
250915032,smooth,0.051808204209245395,0.0088956875061637,0.7101397303552957,0.08520686814939946,0.015988012961600278,0.5951367714450103,99,27,recon_metrics_250915032_smooth.csv
250915032,valid,0.018865147820494917,0.001334446169144878,0.9534722771787232,0.021172081594335146,0.0011281443062572778,0.9659624856590128,99,27,recon_metrics_250915032_valid.csv
250915033,smooth,0.05219123397675985,0.009261174169891001,0.6930583192098225,0.08536648096299283,0.01654712781299185,0.5812171060261532,99,27,recon_metrics_250915033_smooth.csv
250915033,valid,0.018257433477981953,0.001220147663840209,0.9580269446312889,0.021140291475213787,0.0010495508047682,0.9685980444256925,99,27,recon_metrics_250915033_valid.csv
250915034,smooth,0.05206153824794334,0.009369625278833057,0.6818769680324045,0.08498345407186599,0.01658200888516485,0.5806722801824492,99,27,recon_metrics_250915034_smooth.csv
250915034,valid,0.02135205542548158,0.001709226698730801,0.9433802650265184,0.024919623561639435,0.0017464918239885631,0.9496898096150003,99,27,recon_metrics_250915034_valid.csv
250915035,smooth,0.05339848481246904,0.009401610585143794,0.6889645723192099,0.08730365371522078,0.016786073274905205,0.5743055317332619,99,27,recon_metrics_250915035_smooth.csv
250915035,valid,0.021207320901118185,0.0017060681899884276,0.9426129723963148,0.023440615531041046,0.0014841794892533405,0.9564731023707199,99,27,recon_metrics_250915035_valid.csv
250915036,smooth,0.050822629701145774,0.008666514417953866,0.7168769586422113,0.08330172345103437,0.015536327833758594,0.6056917364759882,99,27,recon_metrics_250915036_smooth.csv
250915036,valid,0.01980959701529615,0.0014675719631427277,0.9492126960425542,0.02252600943452267,0.001313943030730433,0.9611458029773834,99,27,recon_metrics_250915036_valid.csv
