1,0,0.03313,0.073888,0.180614,0.035617,0.220065,0.028051,0.088268,0.048921,0.086734,0.154068,0.47045,0.647753,0.72124,0.511325,0.041072,0.019836,0.0151,0.107315,0.226709,0.190952,0.088215,0.234121,0.467282,0.138237,0.079059,0.200295,0.569893,-204.037123,0.308407,29.570285,0.030483,0.087073,0.153347,0.120149,0.334813,0.032174,0.208766,0.042688,0.077498,0.128714,0.117275,0.693829,0.694625,0.645943,0.062146,0.011959,0.011453,0.281832,0.289255,0.090082,0.046196,0.103002,0.47521,0.131467,0.036703,0.169696,0.554276
2,0,0.031487,0.061855,0.18415,0.058219,0.305564,0.024222,0.095862,0.054643,0.058902,0.166752,0.538107,0.714938,0.959659,0.79249,0.055017,0.015285,0.020514,0.175021,0.224861,0.3252,0.050582,0.312994,0.661101,0.161348,0.053974,0.189653,0.575513,-211.428235,1.927275,18.767094,0.021644,0.097195,0.298263,0.138412,0.461564,0.022071,0.290938,0.026637,0.074465,0.146744,0.151998,0.667584,0.845025,0.774065,0.105225,0.009355,0.027035,0.255779,0.266113,0.164402,0.034537,0.36099,0.668748,0.081158,0.024426,0.153653,0.536418
3,0,0.042014,0.077989,0.249791,0.045932,0.272967,0.027648,0.105477,0.0455,0.058119,0.173642,0.609667,0.685888,0.884393,0.658494,0.043991,0.017058,0.020574,0.189001,0.250888,0.276765,0.062744,0.315257,0.558537,0.155203,0.06691,0.156363,0.573552,-209.22486,3.684729,22.659638,0.027758,0.087426,0.334218,0.116496,0.452075,0.029742,0.265862,0.03369,0.074473,0.171382,0.135254,0.657197,0.861316,0.887299,0.10886,0.011165,0.024544,0.280263,0.386671,0.134031,0.039297,0.250232,0.580496,0.105096,0.036046,0.168311,0.562223
4,0,0.023844,0.055747,0.182136,0.055403,0.348283,0.022457,0.095691,0.048532,0.057581,0.158937,0.512594,0.685596,0.952408,0.895147,0.059643,0.021652,0.041987,0.146289,0.320485,0.347207,0.042734,0.352835,0.658049,0.161294,0.053466,0.171505,0.570685,-212.878955,3.395055,13.230889,0.023697,0.069861,0.298263,0.139203,0.467755,0.019604,0.271555,0.028592,0.062373,0.125487,0.150651,0.684521,0.930741,0.876436,0.132259,0.010098,0.032854,0.250979,0.302412,0.202235,0.033343,0.370339,0.723528,0.107999,0.019957,0.15834,0.509721
5,0,0.059019,0.069575,0.120856,0.02574,0.248271,0.029041,0.082775,0.040822,0.059722,0.155426,0.480388,0.64053,0.755391,0.452787,0.030737,0.015211,0.007756,0.138754,0.305622,0.181348,0.080737,0.309392,0.397902,0.184997,0.084873,0.193851,0.574515,-203.244147,9.594624,28.585203,0.027188,0.079878,0.106766,0.158129,0.295003,0.037716,0.227672,0.031644,0.068841,0.145287,0.109573,0.694098,0.709564,0.631291,0.050958,0.013346,0.028092,0.22222,0.242063,0.090418,0.034715,0.154825,0.459543,0.134706,0.025203,0.136964,0.555616
6,0,0.031911,0.062539,0.153289,0.05424,0.367079,0.020288,0.08995,0.052772,0.037927,0.158266,0.517909,0.700376,0.933642,0.802796,0.063428,0.031125,0.052634,0.132976,0.21605,0.3134,0.044251,0.406384,0.749925,0.174375,0.040335,0.155487,0.569989,-213.221439,3.909578,9.700233,0.019116,0.067648,0.264438,0.104346,0.459726,0.022581,0.271378,0.032431,0.062694,0.139058,0.143134,0.731989,1.002345,0.741018,0.140244,0.00923,0.088189,0.223326,0.302412,0.25277,0.039234,0.448295,0.677319,0.104019,0.019981,0.138075,0.496907
7,0,0.038786,0.054827,0.117467,0.057795,0.320055,0.031301,0.140369,0.042734,0.055722,0.184954,0.485472,0.679024,0.866245,0.557309,0.038814,0.01505,0.015695,0.147413,0.300141,0.234219,0.068613,0.325372,0.518914,0.153947,0.065659,0.198514,0.572555,-207.0425,10.91576,23.052528,0.022606,0.087946,0.256804,0.140924,0.394489,0.031755,0.249916,0.037078,0.065287,0.125878,0.137652,0.68303,0.839962,0.88995,0.094307,0.020323,0.040284,0.339409,0.281726,0.122905,0.034515,0.211324,0.549898,0.142442,0.035839,0.147952,0.545204
8,0,0.0402,0.076668,0.102901,0.036291,0.277774,0.028794,0.10672,0.044165,0.074418,0.165362,0.50394,0.666062,0.816264,0.509573,0.031186,0.017883,0.021604,0.162676,0.230885,0.197874,0.077679,0.44122,0.52455,0.153525,0.076103,0.163023,0.583955,-204.026114,14.787578,25.192472,0.024329,0.058989,0.149739,0.142582,0.370049,0.03387,0.208108,0.033753,0.057017,0.118849,0.165137,0.671258,0.83349,0.735476,0.047884,0.023425,0.059548,0.237903,0.300982,0.104455,0.043654,0.219923,0.485203,0.12431,0.034306,0.149824,0.562835
9,0,0.031147,0.048037,0.164138,0.040819,0.363135,0.025217,0.111423,0.04475,0.054445,0.190939,0.493312,0.716487,0.94073,0.649923,0.054965,0.021448,0.025848,0.162343,0.287468,0.294467,0.051854,0.484432,0.761439,0.168192,0.076082,0.213894,0.577452,-211.399292,9.099873,14.482263,0.023136,0.099888,0.421844,0.183262,0.463518,0.024293,0.275113,0.033655,0.057487,0.110904,0.147038,0.736873,0.87906,0.817714,0.148301,0.006914,0.051669,0.236244,0.276056,0.212345,0.031484,0.333015,0.724597,0.102825,0.020683,0.135018,0.520665
10,0,0.031224,0.071755,0.152263,0.039656,0.335259,0.024216,0.096297,0.055614,0.068822,0.228608,0.525921,0.730989,0.953663,0.567968,0.042675,0.024348,0.024779,0.16623,0.321277,0.246068,0.048848,0.595471,0.761492,0.177401,0.062356,0.171814,0.568773,-208.465818,15.503544,15.779317,0.023678,0.085656,0.191144,0.157615,0.426913,0.024171,0.210916,0.026085,0.056347,0.13304,0.149394,0.725044,0.904667,0.890184,0.089339,0.011548,0.056306,0.236058,0.353526,0.197086,0.043578,0.378183,0.615582,0.106868,0.023052,0.14355,0.52735
11,0,0.032264,0.068905,0.110569,0.041803,0.360227,0.020151,0.093091,0.042723,0.033878,0.182326,0.50449,0.739404,0.96978,0.92635,0.052672,0.029104,0.039286,0.148962,0.282119,0.356243,0.054393,0.442251,0.754322,0.149484,0.045616,0.142095,0.570807,-212.470404,7.703014,7.027084,0.017064,0.081757,0.285217,0.094971,0.466905,0.021385,0.242176,0.034527,0.058229,0.143326,0.144861,0.768293,0.92933,0.772717,0.139814,0.011391,0.06024,0.22012,0.401532,0.246503,0.031393,0.49464,0.670637,0.088181,0.016347,0.118821,0.485587
12,0,0.035907,0.060262,0.15469,0.029676,0.343433,0.022651,0.101507,0.052746,0.050515,0.225592,0.542541,0.784465,0.92592,0.64966,0.058165,0.02041,0.05029,0.138245,0.370882,0.30896,0.055373,0.494966,0.717448,0.150284,0.062854,0.156639,0.577871,-209.628113,14.970159,11.344089,0.021264,0.087152,0.224294,0.127862,0.463448,0.024442,0.226614,0.026865,0.050569,0.136812,0.171274,0.796108,0.95164,0.884381,0.12833,0.0889517622181998,0.062375,0.198495,0.321187,0.20806,0.028819,0.451269,0.642899,0.104074,0.019731,0.121125,0.508302
13,0,0.035907,0.054253,0.08884,0.041192,0.366357,0.023662,0.100225,0.052338,0.05009,0.215937,0.524003,0.781129,0.905005,0.602184,0.054614,0.023187,0.05029,0.128804,0.322312,0.342212,0.03754,0.498403,0.761333,0.123001,0.069142,0.153705,0.585783,-209.745346,15.046992,8.855798,0.022856,0.079281,0.224294,0.124996,0.463448,0.02086,0.202229,0.027517,0.054734,0.132879,0.169685,0.791509,0.948132,0.884381,0.137519,0.00571,0.067141,0.196897,0.321187,0.217425,0.032785,0.44885,0.644606,0.09434,0.01944,0.12819,0.516928
14,0,0.044547,0.05421,0.092745,0.041882,0.396524,0.023446,0.076341,0.052256,0.038916,0.152257,0.550248,0.750658,0.9183,0.721733,0.05753,0.036118,0.050224,0.137765,0.290632,0.499691,0.043991,0.522394,0.79371,0.115572,0.040266,0.156158,0.547093,-212.21281,6.335919,3.492683,0.014151,0.094839,0.285217,0.075915,0.472285,0.01955,0.211875,0.034988,0.059756,0.104819,0.133555,0.816499,0.939253,0.722495,0.140453,0.009218,0.067852,0.239603,0.24447,0.264281,0.041348,0.490827,0.802211,0.076064,0.013721,0.132909,0.479285
15,0,0.031227,0.083375,0.074438,0.044789,0.398754,0.024158,0.103422,0.057432,0.062707,0.214216,0.603522,0.707652,0.918393,0.89654,0.053511,0.027815,0.058355,0.116764,0.265303,0.369116,0.054279,0.553652,0.822526,0.112872,0.054742,0.133825,0.569685,-208.878623,16.04792,5.448847,0.021249,0.092015,0.224294,0.144968,0.456837,0.023567,0.168608,0.035991,0.057279,0.095874,0.167628,0.768509,0.978966,0.823556,0.121284,0.005696,0.075405,0.237821,0.32046,0.194002,0.040604,0.494034,0.743091,0.064298,0.032378,0.151352,0.511505
16,0,0.066651,0.041623,0.091076,0.034658,0.3685,0.020442,0.07491,0.054727,0.042265,0.156348,0.608539,0.782092,0.911943,0.628487,0.070138,0.029029,0.056925,0.137663,0.245817,0.470177,0.039344,0.474324,0.919365,0.116084,0.035565,0.127819,0.550083,-212.061916,-0.261743,-0.081343,0.014886,0.099678,0.224682,0.099272,0.489372,0.016569,0.17472,0.029589,0.060839,0.120569,0.140125,0.764206,0.977175,0.780693,0.130792,0.015159,0.055351,0.195076,0.259586,0.327113,0.032643,0.521276,0.824813,0.054689,0.018985,0.144206,0.468086
17,0,0.02893,0.057498,0.101246,0.055093,0.352354,0.023203,0.07787,0.044365,0.03965,0.147152,0.544731,0.702276,0.931277,0.79542,0.043447,0.021537,0.030753,0.130811,0.237161,0.387921,0.055908,0.393494,0.740238,0.100303,0.044977,0.115324,0.580532,-206.155065,20.213296,3.571809,0.022108,0.088554,0.236296,0.157935,0.502373,0.021759,0.140379,0.035122,0.063621,0.112853,0.190797,0.815036,0.988594,0.89798,0.097728,0.003693,0.075136,0.250682,0.356444,0.193709,0.033264,0.38365,0.7702,0.064065,0.03085,0.137212,0.521231
18,0,0.041486,0.062942,0.10295,0.03733,0.39666,0.020591,0.081162,0.059499,0.037258,0.176487,0.573349,0.751206,0.940184,0.733669,0.055122,0.025063,0.042972,0.127875,0.241894,0.431157,0.033618,0.600967,0.817777,0.141519,0.042426,0.153037,0.550994,-210.364081,11.097821,1.863627,0.019694,0.091458,0.362377,0.068482,0.507913,0.024851,0.197778,0.038146,0.058777,0.152537,0.156983,0.834661,0.976097,0.817598,0.161432,0.01073,0.069372,0.249142,0.24447,0.271826,0.028257,0.493759,0.74699,0.074679,0.024881,0.130033,0.486889
